transaction_id,transaction_date,transaction_hour,day_of_week,is_weekend,transaction_month,amount,use_chip,merchant_state,mcc,age_at_transaction,retirement_age,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards,card_brand,card_type,has_chip,num_cards_issued,credit_limit,account_open_month,account_open_year,years_since_pin_change,card_on_dark_web,mcc_description,amount_to_credit_limit,amount_to_yearly_income,card_account_age_years,months_to_card_expiration,is_fraud,split
20777599,2018-02-06 15:27:00,15,2,False,2,41.86,Online Transaction,,7922,30,60,13059.00,26631.00,33950.00,805,1,Mastercard,Credit,YES,1,2800.00,2,2008,8,No,Theatrical Producers,0.014950,0.001572,10.000000,45,False,train
20777600,2018-02-06 15:27:00,15,2,False,2,50.32,Online Transaction,,4784,37,62,29088.00,59313.00,102360.00,802,2,Visa,Credit,YES,2,8400.00,3,2013,5,No,Tolls and Bridge Fees,0.005990,0.000848,4.916666,24,False,train
20777602,2018-02-06 15:28:00,15,2,False,2,14.79,Chip Transaction,CA,9402,57,61,19438.00,39633.00,58586.00,777,3,Mastercard,Debit,YES,1,15695.00,8,2009,8,No,Postal Services - Government Only,0.000942,0.000373,8.500000,77,False,train
20777603,2018-02-06 15:29:00,15,2,False,2,1.19,Online Transaction,,4784,38,64,17370.00,35418.00,51741.00,660,6,Visa,Debit,YES,2,17082.00,1,2004,7,No,Tolls and Bridge Fees,0.000070,0.000034,14.083333,57,False,train
20777606,2018-02-06 15:30:00,15,2,False,2,44.08,Chip Transaction,CA,5300,65,65,22549.00,47213.00,1082.00,789,5,Mastercard,Debit,YES,1,22639.00,5,2008,8,No,Wholesale Clubs,0.001947,0.000934,9.750000,63,False,train
20777607,2018-02-06 15:31:00,15,2,False,2,15.72,Online Transaction,,4784,57,54,18476.00,28245.00,13411.00,669,1,Mastercard,Debit,YES,2,6090.00,11,2009,7,No,Tolls and Bridge Fees,0.002581,0.000557,8.250000,50,False,train
20777609,2018-02-06 15:31:00,15,2,False,2,35.20,Online Transaction,,4121,62,67,32805.00,66885.00,144703.00,698,7,Mastercard,Debit,YES,2,27982.00,4,2010,8,No,Taxicabs and Limousines,0.001258,0.000526,7.833333,73,False,train
20777611,2018-02-06 15:31:00,15,2,False,2,81.00,Chip Transaction,OH,5499,45,75,21156.00,43133.00,44263.00,693,3,Amex,Credit,YES,1,13400.00,10,1999,6,No,Miscellaneous Food Stores,0.006045,0.001878,18.333333,27,False,train
20777612,2018-02-06 15:31:00,15,2,False,2,178.30,Chip Transaction,MN,8931,74,69,39155.00,38800.00,25867.00,758,7,Amex,Credit,YES,1,25600.00,12,2003,9,No,"Accounting, Auditing, and Bookkeeping Services",0.006965,0.004595,14.166666,54,False,train
20777614,2018-02-06 15:32:00,15,2,False,2,109.00,Chip Transaction,Argentina,7011,38,64,25812.00,52630.00,68559.00,725,4,Visa,Credit,YES,1,13800.00,11,2008,10,No,"Lodging - Hotels, Motels, Resorts",0.007899,0.002071,9.250000,73,False,train
20777615,2018-02-06 15:32:00,15,2,False,2,4.09,Chip Transaction,CA,5921,67,73,22799.00,46487.00,57336.00,635,3,Mastercard,Debit (Prepaid),YES,2,67.00,2,2009,4,No,"Package Stores, Beer, Wine, Liquor",0.061045,0.000088,9.000000,24,False,train
20777616,2018-02-06 15:32:00,15,2,False,2,-426.00,Chip Transaction,HI,3730,63,60,48994.00,103294.00,39076.00,831,3,Amex,Credit,YES,1,13400.00,12,2005,8,No,Ship Chandlers,-0.031791,-0.004124,12.166666,56,False,train
20777618,2018-02-06 15:32:00,15,2,False,2,2.20,Online Transaction,,5311,60,69,17420.00,35519.00,111115.00,744,1,Mastercard,Debit,YES,2,13461.00,6,2006,8,No,Department Stores,0.000163,0.000062,11.666666,70,False,train
20777619,2018-02-06 15:32:00,15,2,False,2,41.52,Swipe Transaction,NY,5300,38,65,13177.00,26865.00,19529.00,826,5,Visa,Debit,NO,2,311.00,6,2001,7,No,Wholesale Clubs,0.133505,0.001546,16.666666,36,False,train
20777621,2018-02-06 15:33:00,15,2,False,2,65.32,Chip Transaction,MO,5912,41,64,17101.00,34869.00,53381.00,699,2,Visa,Debit,YES,1,11885.00,10,2008,7,No,Drug Stores and Pharmacies,0.005496,0.001873,9.333333,35,False,train
20777624,2018-02-06 15:34:00,15,2,False,2,-56.00,Chip Transaction,TX,5541,45,63,17810.00,36319.00,44737.00,730,4,Discover,Credit,YES,2,11500.00,12,2004,9,No,Service Stations,-0.004870,-0.001542,13.166666,46,False,train
20777625,2018-02-06 15:34:00,15,2,False,2,35.27,Online Transaction,,4784,58,65,34744.00,70840.00,52578.00,736,4,Mastercard,Debit,YES,2,33158.00,6,2009,5,No,Tolls and Bridge Fees,0.001064,0.000498,8.666666,81,False,train
20777626,2018-02-06 15:34:00,15,2,False,2,24.75,Chip Transaction,CA,5912,29,72,13194.00,26900.00,74083.00,758,2,Visa,Debit,YES,2,8332.00,8,2016,2,No,Drug Stores and Pharmacies,0.002970,0.000920,1.500000,52,False,train
20777627,2018-02-06 15:35:00,15,2,False,2,189.28,Chip Transaction,CA,5300,67,66,38948.00,99825.00,4344.00,685,4,Mastercard,Credit,YES,1,18300.00,7,2006,10,No,Wholesale Clubs,0.010343,0.001896,11.583333,82,False,train
20777628,2018-02-06 15:35:00,15,2,False,2,0.85,Swipe Transaction,IA,5310,33,57,29059.00,59248.00,173887.00,725,5,Visa,Debit,NO,1,20827.00,4,2011,7,No,Discount Stores,0.000041,0.000014,6.833333,25,False,train
20777629,2018-02-06 15:35:00,15,2,False,2,141.28,Chip Transaction,NY,4900,44,68,34873.00,71103.00,136853.00,721,4,Visa,Credit,YES,1,20100.00,3,2010,1,No,"Utilities - Electric, Gas, Water, Sanitary",0.007029,0.001987,7.916666,38,False,train
20777630,2018-02-06 15:35:00,15,2,False,2,24.39,Chip Transaction,IL,5311,33,64,13891.00,28325.00,38658.00,822,6,Visa,Debit,YES,1,11996.00,9,2011,7,No,Department Stores,0.002033,0.000861,6.416666,49,False,train
20777631,2018-02-06 15:35:00,15,2,False,2,20.09,Chip Transaction,NC,5300,60,70,22685.00,46256.00,106753.00,650,3,Mastercard,Debit,YES,1,3630.00,6,2003,9,No,Wholesale Clubs,0.005534,0.000434,14.666666,59,False,train
20777632,2018-02-06 15:35:00,15,2,False,2,32.54,Chip Transaction,TX,4121,80,65,27814.00,66999.00,3140.00,730,5,Mastercard,Debit,YES,1,21205.00,6,2005,8,No,Taxicabs and Limousines,0.001535,0.000486,12.666666,44,False,train
20777633,2018-02-06 15:35:00,15,2,False,2,24.62,Chip Transaction,CA,7230,54,66,13002.00,26510.00,53023.00,696,4,Mastercard,Debit,YES,2,3658.00,10,2010,2,No,Beauty and Barber Shops,0.006730,0.000929,7.333333,29,False,train
20777636,2018-02-06 15:36:00,15,2,False,2,62.54,Chip Transaction,CO,5211,68,65,24849.00,45754.00,9066.00,718,4,Visa,Debit,YES,1,23878.00,8,2009,7,No,Lumber and Building Materials,0.002619,0.001367,8.500000,32,False,train
20777637,2018-02-06 15:37:00,15,2,False,2,52.07,Chip Transaction,FL,5912,37,67,18828.00,38386.00,74820.00,850,6,Visa,Debit,YES,1,8400.00,6,2007,10,No,Drug Stores and Pharmacies,0.006199,0.001356,10.666666,40,False,train
20777639,2018-02-06 15:37:00,15,2,False,2,68.82,Chip Transaction,TX,5813,44,59,95039.00,193773.00,241571.00,660,1,Mastercard,Debit,YES,2,53466.00,7,2007,5,No,Drinking Places (Alcoholic Beverages),0.001287,0.000355,10.583333,57,False,train
20777641,2018-02-06 15:38:00,15,2,False,2,2.66,Chip Transaction,IL,4121,37,69,27741.00,56562.00,111495.00,712,4,Mastercard,Debit,YES,2,18764.00,4,2010,4,No,Taxicabs and Limousines,0.000142,0.000047,7.833333,24,False,train
20777642,2018-02-06 15:38:00,15,2,False,2,231.68,Chip Transaction,NY,5311,32,68,15461.00,31525.00,57818.00,686,2,Mastercard,Credit,YES,2,7000.00,3,2011,7,No,Department Stores,0.033097,0.007349,6.916666,24,False,train
20777644,2018-02-06 15:38:00,15,2,False,2,93.71,Chip Transaction,OH,5311,34,65,16351.00,33339.00,83353.00,679,2,Visa,Debit,YES,1,16017.00,5,2013,5,No,Department Stores,0.005851,0.002811,4.750000,23,False,train
20777645,2018-02-06 15:39:00,15,2,False,2,1.81,Chip Transaction,TX,5499,39,64,15884.00,32387.00,65171.00,765,1,Visa,Debit,YES,2,9752.00,12,2006,10,No,Miscellaneous Food Stores,0.000186,0.000056,11.166666,72,False,train
20777647,2018-02-06 15:39:00,15,2,False,2,23.54,Swipe Transaction,GA,7542,65,60,26767.00,57705.00,22475.00,684,3,Mastercard,Credit,YES,1,13900.00,1,2005,6,No,Car Washes,0.001694,0.000408,13.083333,75,False,train
20777648,2018-02-06 15:39:00,15,2,False,2,99.27,Online Transaction,,6300,60,67,22290.00,45450.00,85218.00,686,3,Mastercard,Debit,YES,1,13866.00,2,2018,0,No,"Insurance Sales, Underwriting",0.007159,0.002184,0.000000,46,False,train
20777649,2018-02-06 15:39:00,15,2,False,2,28.43,Chip Transaction,GA,5719,59,62,23029.00,46954.00,69753.00,578,4,Visa,Debit,YES,1,17405.00,1,2008,6,No,Miscellaneous Home Furnishing Stores,0.001633,0.000605,10.083333,75,False,train
20777650,2018-02-06 15:40:00,15,2,False,2,170.03,Online Transaction,,4814,35,69,32423.00,66111.00,98102.00,771,5,Visa,Credit,YES,2,15400.00,3,2009,6,No,Telecommunication Services,0.011041,0.002572,8.916666,32,False,train
20777652,2018-02-06 15:40:00,15,2,False,2,2.39,Chip Transaction,IL,5411,50,69,22296.00,45462.00,68494.00,657,5,Visa,Debit,YES,1,36515.00,3,2013,5,No,"Grocery Stores, Supermarkets",0.000065,0.000053,4.916666,51,False,train
20777655,2018-02-06 15:41:00,15,2,False,2,95.93,Chip Transaction,IL,5912,54,65,28237.00,57576.00,161107.00,589,2,Mastercard,Debit,YES,2,23244.00,11,2007,11,No,Drug Stores and Pharmacies,0.004127,0.001666,10.250000,58,False,train
20777658,2018-02-06 15:42:00,15,2,False,2,61.00,Chip Transaction,CA,5499,53,72,23368.00,47643.00,45706.00,764,8,Visa,Debit,YES,1,14625.00,7,2010,8,No,Miscellaneous Food Stores,0.004171,0.001280,7.583333,76,False,train
20777662,2018-02-06 15:42:00,15,2,False,2,35.57,Chip Transaction,CA,7230,34,67,16838.00,34330.00,15223.00,713,4,Visa,Credit,YES,1,8000.00,12,2005,7,No,Beauty and Barber Shops,0.004446,0.001036,12.166666,54,False,train
20777666,2018-02-06 15:43:00,15,2,False,2,69.77,Chip Transaction,IL,4900,55,70,15976.00,32576.00,0.00,753,4,Visa,Debit,YES,1,14514.00,11,2015,3,No,"Utilities - Electric, Gas, Water, Sanitary",0.004807,0.002142,2.250000,81,False,train
20777667,2018-02-06 15:43:00,15,2,False,2,13.57,Swipe Transaction,OH,5311,32,66,20155.00,41091.00,86837.00,695,6,Mastercard,Credit,NO,1,8500.00,9,2014,4,No,Department Stores,0.001596,0.000330,3.416666,38,False,train
20777669,2018-02-06 15:44:00,15,2,False,2,47.87,Chip Transaction,MD,5912,60,70,28673.00,58463.00,141151.00,737,4,Mastercard,Debit,YES,1,27491.00,7,2004,4,No,Drug Stores and Pharmacies,0.001741,0.000819,13.583333,32,False,train
20777670,2018-02-06 15:44:00,15,2,False,2,9.66,Swipe Transaction,NE,5411,46,66,33232.00,67761.00,0.00,745,4,Visa,Credit,YES,2,0.00,6,2009,7,No,"Grocery Stores, Supermarkets",,0.000143,8.666666,28,False,train
20777671,2018-02-06 15:44:00,15,2,False,2,2.71,Swipe Transaction,MD,5719,40,66,26224.00,53464.00,20683.00,751,4,Mastercard,Debit,NO,1,21908.00,12,2009,9,No,Miscellaneous Home Furnishing Stores,0.000124,0.000051,8.166666,59,False,train
20777673,2018-02-06 15:45:00,15,2,False,2,31.08,Chip Transaction,NY,7230,46,64,13461.00,27447.00,80850.00,673,5,Mastercard,Debit,YES,1,9001.00,6,2015,3,No,Beauty and Barber Shops,0.003453,0.001132,2.666666,77,False,train
20777674,2018-02-06 15:45:00,15,2,False,2,14.76,Chip Transaction,FL,5311,45,68,12630.00,25748.00,41455.00,738,3,Visa,Debit,YES,1,11832.00,12,1996,11,No,Department Stores,0.001247,0.000573,21.166666,57,False,train
20777675,2018-02-06 15:45:00,15,2,False,2,-61.00,Chip Transaction,CA,5499,53,72,23368.00,47643.00,45706.00,764,8,Visa,Debit,YES,1,14625.00,7,2010,8,No,Miscellaneous Food Stores,-0.004171,-0.001280,7.583333,76,False,train
20777677,2018-02-06 15:45:00,15,2,False,2,859.63,Online Transaction,,4722,59,66,25299.00,51581.00,35134.00,810,5,Mastercard,Credit,YES,2,0.00,6,2019,,No,Travel Agencies,,0.016666,-1.333333,35,False,train
20777682,2018-02-06 15:46:00,15,2,False,2,31.79,Chip Transaction,IL,4121,92,65,28147.00,40787.00,1574.00,782,6,Mastercard,Debit,YES,1,23082.00,6,2009,9,No,Taxicabs and Limousines,0.001377,0.000779,8.666666,25,False,train
20777685,2018-02-06 15:46:00,15,2,False,2,39.57,Chip Transaction,MO,5942,61,72,11636.00,23725.00,47647.00,710,5,Visa,Debit,YES,1,10374.00,2,2007,11,No,Book Stores,0.003814,0.001668,11.000000,39,False,train
20777686,2018-02-06 15:47:00,15,2,False,2,182.63,Online Transaction,,4900,80,66,20065.00,22726.00,1692.00,784,6,Amex,Credit,YES,2,16500.00,4,2006,2,No,"Utilities - Electric, Gas, Water, Sanitary",0.011068,0.008036,11.833333,70,False,train
20777689,2018-02-06 15:47:00,15,2,False,2,25.97,Online Transaction,,4784,59,67,17261.00,35196.00,51751.00,684,4,Amex,Credit,YES,1,7100.00,2,2007,9,No,Tolls and Bridge Fees,0.003658,0.000738,11.000000,67,False,train
20777690,2018-02-06 15:47:00,15,2,False,2,52.46,Chip Transaction,NC,5411,60,72,14218.00,28988.00,13351.00,694,4,Mastercard,Debit,YES,1,9883.00,11,2006,8,No,"Grocery Stores, Supermarkets",0.005308,0.001810,11.250000,72,False,train
20777693,2018-02-06 15:47:00,15,2,False,2,46.45,Chip Transaction,GA,5942,44,65,18171.00,37056.00,75730.00,753,4,Visa,Credit,YES,2,8700.00,4,2002,8,No,Book Stores,0.005339,0.001254,15.833333,50,False,train
20777694,2018-02-06 15:48:00,15,2,False,2,30.96,Chip Transaction,NC,5411,56,66,27254.00,55569.00,76181.00,698,6,Visa,Debit,YES,1,21102.00,4,2016,2,No,"Grocery Stores, Supermarkets",0.001467,0.000557,1.833333,82,False,train
20777696,2018-02-06 15:49:00,15,2,False,2,30.88,Online Transaction,,4121,64,68,17460.00,35602.00,55369.00,661,5,Mastercard,Debit (Prepaid),YES,1,73.00,2,2000,6,No,Taxicabs and Limousines,0.423014,0.000867,18.000000,32,False,train
20777698,2018-02-06 15:49:00,15,2,False,2,61.81,Online Transaction,,5311,48,64,19591.00,39947.00,57346.00,765,2,Amex,Credit,YES,2,10800.00,12,2012,6,No,Department Stores,0.005723,0.001547,5.166666,1,False,train
20777699,2018-02-06 15:49:00,15,2,False,2,9.36,Chip Transaction,RI,7542,41,66,24194.00,49328.00,6197.00,693,5,Mastercard,Debit,YES,1,36502.00,2,2016,2,No,Car Washes,0.000256,0.000190,2.000000,47,False,train
20777700,2018-02-06 15:49:00,15,2,False,2,46.94,Swipe Transaction,FL,5261,45,66,16733.00,34112.00,39842.00,725,4,Visa,Credit,YES,2,3300.00,2,2010,8,No,Lawn and Garden Supply Stores,0.014224,0.001376,8.000000,59,False,train
20777704,2018-02-06 15:50:00,15,2,False,2,220.80,Swipe Transaction,HI,3730,63,60,48994.00,103294.00,39076.00,831,3,Amex,Credit,YES,1,13400.00,12,2005,8,No,Ship Chandlers,0.016478,0.002138,12.166666,56,False,train
20777705,2018-02-06 15:50:00,15,2,False,2,37.65,Chip Transaction,OH,5499,45,75,21156.00,43133.00,44263.00,693,3,Amex,Credit,YES,1,13400.00,10,1999,6,No,Miscellaneous Food Stores,0.002810,0.000873,18.333333,27,False,train
20777706,2018-02-06 15:50:00,15,2,False,2,52.51,Swipe Transaction,IL,5912,87,73,16503.00,38761.00,69.00,760,7,Amex,Credit,NO,1,12300.00,12,1997,9,No,Drug Stores and Pharmacies,0.004269,0.001355,20.166666,43,False,train
20777707,2018-02-06 15:50:00,15,2,False,2,11.04,Chip Transaction,FL,5541,47,66,18828.00,38390.00,87923.00,783,4,Mastercard,Debit,YES,2,20634.00,3,2005,11,No,Service Stations,0.000535,0.000288,12.916666,58,False,train
20777708,2018-02-06 15:50:00,15,2,False,2,22.80,Online Transaction,,4121,96,69,26137.00,33869.00,370.00,821,7,Mastercard,Debit,YES,1,25297.00,6,2006,12,No,Taxicabs and Limousines,0.000901,0.000673,11.666666,72,False,train
20777710,2018-02-06 15:51:00,15,2,False,2,7.69,Chip Transaction,MN,5411,35,66,25592.00,52181.00,26792.00,727,2,Mastercard,Debit,YES,1,19573.00,1,2016,2,No,"Grocery Stores, Supermarkets",0.000393,0.000147,2.083333,67,False,train
20777711,2018-02-06 15:51:00,15,2,False,2,14.69,Chip Transaction,OH,5411,54,67,15603.00,31814.00,43140.00,693,3,Visa,Debit,YES,2,16638.00,2,2015,3,No,"Grocery Stores, Supermarkets",0.000883,0.000462,3.000000,57,False,train
20777714,2018-02-06 15:52:00,15,2,False,2,40.00,Chip Transaction,ME,4829,55,64,20800.00,42411.00,111077.00,765,2,Mastercard,Credit,YES,1,9700.00,12,2007,7,No,Money Transfer,0.004124,0.000943,10.166666,63,False,train
20777715,2018-02-06 15:52:00,15,2,False,2,80.00,Chip Transaction,NC,4829,54,73,32485.00,66230.00,90248.00,742,3,Visa,Debit,YES,2,33736.00,5,2010,8,No,Money Transfer,0.002371,0.001208,7.750000,7,False,train
20777716,2018-02-06 15:52:00,15,2,False,2,5.99,Chip Transaction,FL,5912,46,66,17987.00,36671.00,39882.00,850,3,Mastercard,Debit,YES,2,4319.00,8,2005,7,No,Drug Stores and Pharmacies,0.001387,0.000163,12.500000,48,False,train
20777717,2018-02-06 15:52:00,15,2,False,2,40.46,Chip Transaction,WA,7832,48,65,21756.00,44355.00,44779.00,680,3,Mastercard,Debit,YES,1,15847.00,4,2003,8,No,Motion Picture Theaters,0.002553,0.000912,14.833333,36,False,train
20777718,2018-02-06 15:52:00,15,2,False,2,32.77,Chip Transaction,MS,5499,53,72,15354.00,31308.00,59817.00,742,7,Mastercard,Debit,YES,2,13016.00,3,2008,10,No,Miscellaneous Food Stores,0.002518,0.001047,9.916666,29,False,train
20777720,2018-02-06 15:54:00,15,2,False,2,9.11,Chip Transaction,IN,9402,37,65,15285.00,31170.00,33165.00,685,5,Discover,Credit,YES,1,6500.00,2,2007,4,No,Postal Services - Government Only,0.001402,0.000292,11.000000,32,False,train
20777722,2018-02-06 15:54:00,15,2,False,2,1.29,Swipe Transaction,CA,5499,27,64,31184.00,63583.00,200435.00,635,1,Visa,Credit,YES,2,18400.00,3,2015,3,No,Miscellaneous Food Stores,0.000070,0.000020,2.916666,54,False,train
20777723,2018-02-06 15:55:00,15,2,False,2,26.85,Chip Transaction,CA,5499,53,72,23368.00,47643.00,45706.00,764,8,Visa,Debit,YES,1,14625.00,7,2010,8,No,Miscellaneous Food Stores,0.001836,0.000564,7.583333,76,False,train
20777725,2018-02-06 15:55:00,15,2,False,2,19.22,Chip Transaction,IL,5310,37,67,21749.00,44344.00,82822.00,744,3,Mastercard,Debit,YES,2,19573.00,9,2008,3,No,Discount Stores,0.000982,0.000433,9.416666,41,False,train
20777727,2018-02-06 15:56:00,15,2,False,2,302.21,Chip Transaction,WA,6300,36,64,24044.00,49023.00,66148.00,583,5,Visa,Debit,YES,2,11239.00,4,2008,8,No,"Insurance Sales, Underwriting",0.026889,0.006165,9.833333,62,False,train
20777731,2018-02-06 15:57:00,15,2,False,2,-81.00,Chip Transaction,OH,5499,45,75,21156.00,43133.00,44263.00,693,3,Amex,Credit,YES,1,13400.00,10,1999,6,No,Miscellaneous Food Stores,-0.006045,-0.001878,18.333333,27,False,train
20777734,2018-02-06 15:58:00,15,2,False,2,130.97,Chip Transaction,CO,5912,52,67,30072.00,61312.00,25355.00,708,3,Mastercard,Credit,YES,2,10800.00,5,2009,8,No,Drug Stores and Pharmacies,0.012127,0.002136,8.750000,74,False,train
20777735,2018-02-06 15:59:00,15,2,False,2,1097.45,Chip Transaction,CO,3174,68,65,24849.00,45754.00,9066.00,718,4,Mastercard,Credit,YES,2,10200.00,8,2006,5,No,Upholstery and Drapery Stores,0.107593,0.023986,11.500000,50,False,train
20777736,2018-02-06 16:00:00,16,2,False,2,15.55,Chip Transaction,AZ,5541,64,68,17460.00,35602.00,55369.00,661,5,Visa,Credit,YES,2,6100.00,2,2004,9,No,Service Stations,0.002549,0.000437,14.000000,52,False,train
20777737,2018-02-06 16:00:00,16,2,False,2,40.75,Chip Transaction,NY,5300,27,65,21283.00,43397.00,42168.00,697,2,Mastercard,Credit,YES,2,500.00,11,2010,8,No,Wholesale Clubs,0.081500,0.000939,7.250000,62,False,train
20777739,2018-02-06 16:00:00,16,2,False,2,14.78,Chip Transaction,WI,5541,67,70,33808.00,68930.00,72619.00,768,4,Visa,Debit (Prepaid),YES,1,83.00,10,2008,10,No,Service Stations,0.178072,0.000214,9.333333,71,False,train
20777741,2018-02-06 16:00:00,16,2,False,2,56.18,Online Transaction,,4784,24,67,18622.00,37968.00,55982.00,788,3,Mastercard,Debit,YES,2,17201.00,1,2015,3,No,Tolls and Bridge Fees,0.003266,0.001480,3.083333,24,False,train
20777746,2018-02-06 16:01:00,16,2,False,2,63.72,Chip Transaction,IN,5912,64,69,19125.00,38999.00,64875.00,747,4,Visa,Debit,YES,2,12150.00,6,2004,10,No,Drug Stores and Pharmacies,0.005244,0.001634,13.666666,47,False,train
20777748,2018-02-06 16:01:00,16,2,False,2,37.34,Online Transaction,,4121,46,70,46232.00,94260.00,39326.00,815,4,Mastercard,Debit,YES,1,28861.00,4,2014,4,No,Taxicabs and Limousines,0.001294,0.000396,3.833333,70,False,train
20777750,2018-02-06 16:02:00,16,2,False,2,-73.00,Chip Transaction,CA,5499,67,66,38948.00,99825.00,4344.00,685,4,Mastercard,Debit,YES,2,19959.00,7,2003,5,No,Miscellaneous Food Stores,-0.003657,-0.000731,14.583333,62,False,train
20777751,2018-02-06 16:02:00,16,2,False,2,93.87,Online Transaction,,7922,82,65,23207.00,26476.00,406.00,813,5,Visa,Credit,YES,2,6800.00,10,2013,5,No,Theatrical Producers,0.013804,0.003545,4.333333,63,False,train
20777752,2018-02-06 16:02:00,16,2,False,2,44.67,Chip Transaction,FL,5311,57,66,27255.00,55571.00,93460.00,636,3,Mastercard,Credit,YES,3,9200.00,5,2006,9,No,Department Stores,0.004855,0.000804,11.750000,41,False,train
20777753,2018-02-06 16:02:00,16,2,False,2,36.81,Online Transaction,,4784,45,70,17510.00,35699.00,63264.00,687,5,Visa,Credit,YES,1,8500.00,5,2008,4,No,Tolls and Bridge Fees,0.004331,0.001031,9.750000,55,False,train
20777755,2018-02-06 16:02:00,16,2,False,2,24.75,Swipe Transaction,CA,4121,96,69,26137.00,33869.00,370.00,821,7,Visa,Credit,YES,1,20700.00,9,2004,6,No,Taxicabs and Limousines,0.001196,0.000731,13.416666,70,False,train
20777758,2018-02-06 16:03:00,16,2,False,2,18.84,Swipe Transaction,WV,5813,55,62,17282.00,35239.00,43270.00,726,1,Visa,Debit,NO,2,24089.00,3,2010,8,No,Drinking Places (Alcoholic Beverages),0.000782,0.000535,7.916666,82,False,train
20777760,2018-02-06 16:03:00,16,2,False,2,91.89,Chip Transaction,TX,5912,44,59,95039.00,193773.00,241571.00,660,1,Mastercard,Debit,YES,2,53466.00,7,2007,5,No,Drug Stores and Pharmacies,0.001719,0.000474,10.583333,57,False,train
20777762,2018-02-06 16:04:00,16,2,False,2,40.05,Chip Transaction,NC,7922,53,64,13018.00,26546.00,32087.00,686,5,Mastercard,Debit,YES,2,11625.00,4,2010,6,No,Theatrical Producers,0.003445,0.001509,7.833333,4,False,train
20777763,2018-02-06 16:04:00,16,2,False,2,10.01,Chip Transaction,OH,4214,54,64,18420.00,37558.00,72514.00,778,3,Mastercard,Debit,YES,1,17393.00,11,2012,6,No,Motor Freight Carriers and Trucking,0.000576,0.000267,5.250000,51,False,train
20777767,2018-02-06 16:05:00,16,2,False,2,32.27,Chip Transaction,MN,5310,77,64,34186.00,57824.00,31354.00,668,5,Mastercard,Credit,YES,1,21300.00,10,2001,3,No,Discount Stores,0.001515,0.000558,16.333333,77,False,train
20777769,2018-02-06 16:05:00,16,2,False,2,57.09,Online Transaction,,4899,65,65,24971.00,30962.00,15336.00,743,5,Visa,Debit,YES,2,16008.00,11,2011,7,No,"Cable, Satellite, and Other Pay Television Services",0.003566,0.001844,6.250000,56,False,train
20777770,2018-02-06 16:05:00,16,2,False,2,48.27,Online Transaction,,7922,87,73,16503.00,38761.00,69.00,760,7,Amex,Credit,NO,1,12300.00,12,1997,9,No,Theatrical Producers,0.003924,0.001245,20.166666,43,False,train
20777771,2018-02-06 16:06:00,16,2,False,2,47.64,Chip Transaction,AL,5942,48,73,20315.00,41420.00,0.00,691,5,Visa,Debit,YES,2,18395.00,10,2013,5,No,Book Stores,0.002590,0.001150,4.333333,25,False,train
20777772,2018-02-06 16:06:00,16,2,False,2,80.00,Chip Transaction,IL,4829,59,66,15451.00,31505.00,59730.00,655,4,Mastercard,Debit,YES,1,12566.00,8,2004,3,No,Money Transfer,0.006366,0.002539,13.500000,48,False,train
20777773,2018-02-06 16:06:00,16,2,False,2,-100.00,Chip Transaction,CA,5541,55,66,13075.00,26664.00,12241.00,709,4,Visa,Credit,YES,2,5400.00,5,2007,5,No,Service Stations,-0.018519,-0.003750,10.750000,61,False,train
20777777,2018-02-06 16:06:00,16,2,False,2,41.00,Chip Transaction,TX,4814,55,65,32580.00,66427.00,103290.00,779,5,Amex,Credit,YES,1,17300.00,6,2008,5,No,Telecommunication Services,0.002370,0.000617,9.666666,35,False,train
20777779,2018-02-06 16:06:00,16,2,False,2,21.88,Online Transaction,,4784,62,62,20943.00,39206.00,9219.00,605,4,Amex,Credit,YES,2,4000.00,4,2003,7,No,Tolls and Bridge Fees,0.005470,0.000558,14.833333,41,False,train
20777780,2018-02-06 16:07:00,16,2,False,2,12.54,Chip Transaction,CA,5310,37,68,25242.00,51465.00,0.00,702,2,Mastercard,Credit,YES,2,12200.00,11,2005,,No,Discount Stores,0.001028,0.000244,12.250000,25,False,train
20777781,2018-02-06 16:07:00,16,2,False,2,38.58,Online Transaction,,4899,74,71,21950.00,27484.00,16803.00,660,4,Visa,Debit,YES,1,32092.00,1,2006,8,No,"Cable, Satellite, and Other Pay Television Services",0.001202,0.001404,12.083333,6,False,train
20777782,2018-02-06 16:07:00,16,2,False,2,57.40,Swipe Transaction,OR,5300,59,60,18961.00,30359.00,16552.00,758,2,Visa,Debit,NO,1,6789.00,1,2007,9,No,Wholesale Clubs,0.008455,0.001891,11.083333,28,False,train
20777783,2018-02-06 16:07:00,16,2,False,2,19.57,Swipe Transaction,TX,5541,44,59,95039.00,193773.00,241571.00,660,1,Mastercard,Debit,YES,2,53466.00,7,2007,5,No,Service Stations,0.000366,0.000101,10.583333,57,False,train
20777784,2018-02-06 16:08:00,16,2,False,2,13.03,Online Transaction,,4784,80,67,23074.00,52315.00,3174.00,695,4,Mastercard,Debit,YES,2,26501.00,11,2002,,No,Tolls and Bridge Fees,0.000492,0.000249,15.250000,70,False,train
20777786,2018-02-06 16:08:00,16,2,False,2,12.24,Chip Transaction,MN,5921,22,70,20458.00,41714.00,54541.00,687,3,Mastercard,Credit,YES,1,6500.00,2,2015,3,No,"Package Stores, Beer, Wine, Liquor",0.001883,0.000293,3.000000,32,False,train
